Year,Distance,Engine_capacity(cm3),Price(euro),Style_ID,Transmission_ID,Fuel_type_ID
2011.0,112000,1500.0,5900.0,8,2,2
2013.0,169000,2200.0,17999.0,7,1,2
2008.0,260000,1900.0,5400.0,8,2,2
2013.0,163000,1500.0,6199.0,2,2,2
2014.0,143000,2000.0,18499.0,7,2,2
2019.0,10,2500.0,20100.0,9,2,2
2014.0,174000,2000.0,13999.0,5,1,3
2017.0,101000,1800.0,13490.0,2,1,3
2014.0,264000,2200.0,11999.0,2,1,2
2012.0,220000,2000.0,9699.0,2,2,2
2016.0,54700,2000.0,19999.0,4,1,3
2012.0,190000,2000.0,15499.0,7,1,3
2015.0,191000,1600.0,12699.0,2,2,2
2015.0,203000,2000.0,14499.0,5,1,4
2012.0,261000,2200.0,11499.0,2,1,2
2011.0,186000,1300.0,6699.0,2,2,2
2014.0,146000,1500.0,12699.0,7,2,2
2013.0,199000,2200.0,17499.0,2,1,2
1995.0,1,2200.0,1000.0,5,1,3
2018.0,90000,1400.0,9999.0,7,1,3
2019.0,20,2500.0,22100.0,9,2,2
2012.0,169000,1400.0,5000.0,2,2,3
2015.0,83000,2000.0,18000.0,6,1,3
2011.0,256000,2500.0,12350.0,7,2,2
2013.0,163000,1500.0,8999.0,2,1,2
2004.0,12345,2500.0,1.0,2,2,2
2011.0,132000,1400.0,7699.0,1,1,2
2008.0,285,2400.0,11850.0,7,1,2
2014.0,209000,2200.0,12199.0,2,2,2
2014.0,220000,1598.0,9950.0,10,1,2
2000.0,0,2000.0,2200.0,2,2,2
2019.0,20,2500.0,22900.0,9,2,2
2007.0,193000,1390.0,2899.0,8,2,4
2011.0,114000,1400.0,5999.0,1,1,3
2019.0,17000,1800.0,19999.0,5,1,1
2015.0,102000,2000.0,16500.0,5,1,3
2013.0,232000,2200.0,11499.0,2,2,2
2011.0,170100,1199.0,5350.0,1,2,2
2006.0,1,1800.0,1850.0,8,2,2
2013.0,82000,2000.0,10799.0,7,1,3
2008.0,336600,1746.0,7535.0,4,1,2
2010.0,189000,1800.0,8199.0,5,1,1
2013.0,299000,2200.0,10999.0,2,1,2
2014.0,245000,2000.0,12000.0,7,1,6
2012.0,187000,1500.0,6999.0,1,2,2
2015.0,153000,2000.0,17900.0,7,1,2
2015.0,200,2198.0,17900.0,4,1,2
2012.0,128000,1800.0,12500.0,1,1,1
2011.0,150,1400.0,7744.0,2,1,4
2011.0,289000,2200.0,9399.0,2,2,2
2008.0,270000,1746.0,7535.0,7,1,4
2014.0,155000,2000.0,14999.0,7,1,3
2015.0,229000,2000.0,15999.0,5,1,4
2016.0,174000,1400.0,6999.0,2,2,2
2011.0,161200,1199.0,4900.0,2,2,2
2019.0,20,2500.0,20100.0,4,2,2
2016.0,131000,1500.0,10999.0,5,2,2
2013.0,188400,2000.0,7700.0,3,2,2
2010.0,242600,2000.0,8599.0,2,2,2
2013.0,208000,2400.0,19999.0,7,1,2
2012.0,157000,1800.0,8599.0,1,3,1
2016.0,170000,2500.0,17500.0,5,1,1
2014.0,194000,2000.0,10599.0,2,1,4
2008.0,300000,1746.0,7535.0,5,1,2
2015.0,111000,2000.0,19799.0,7,1,3
2011.0,180000,1500.0,8899.0,7,2,2
2012.0,193000,2000.0,17600.0,5,1,2
2008.0,260000,1746.0,7535.0,4,1,2
2010.0,125000,2000.0,9699.0,7,2,4
2012.0,173000,2000.0,14999.0,2,1,3
2010.0,200000,1200.0,5500.0,2,2,3
2018.0,28000,1000.0,8150.0,1,2,3
2013.0,180600,1800.0,10700.0,1,1,1
2012.0,157000,1800.0,8599.0,1,1,1
2016.0,170000,2500.0,17500.0,5,1,1
2014.0,194000,2000.0,10599.0,2,1,4
2008.0,300000,1746.0,7535.0,5,1,2
2015.0,111000,2000.0,19799.0,7,1,3
2011.0,457117,1500.0,8899.0,7,2,2
2012.0,193000,2000.0,17600.0,5,1,2
2008.0,260000,1746.0,7535.0,4,1,2
2017.0,47000,2000.0,22500.0,7,1,3
2014.0,107000,2000.0,11999.0,5,1,6
2012.0,157000,1400.0,10199.0,2,1,3
2013.0,179000,1400.0,4999.0,2,2,4
2016.0,84000,1461.0,18900.0,2,2,2
2009.0,1,1500.0,3400.0,2,2,2
2008.0,61700,1746.0,7535.0,5,1,2
2005.0,132000,1971.0,6700.0,5,1,3
2010.0,158000,1400.0,2900.0,1,2,2
2012.0,160000,1400.0,6999.0,1,2,2
2015.0,139000,1400.0,9199.0,2,1,3
2000.0,250000,2500.0,2300.0,8,2,2
2015.0,199000,2000.0,15000.0,2,1,2
2019.0,20,2500.0,22900.0,9,2,2
2012.0,172500,1400.0,6350.0,1,1,2
2018.0,100000,1800.0,19000.0,7,1,1
2019.0,20,2500.0,20900.0,9,2,2
2017.0,126000,1500.0,15499.0,7,2,2
2012.0,234000,1998.0,15500.0,2,1,2
2012.0,158000,1400.0,8499.0,1,1,3
2017.0,52000,2000.0,22699.0,7,1,3
2014.0,166000,1798.0,9599.0,5,1,3
2008.0,194000,1746.0,7535.0,5,1,2
2019.0,20,2500.0,18500.0,9,2,2
2013.0,255000,1500.0,6399.0,1,2,2
2019.0,20,2500.0,20100.0,9,2,2
2007.0,229000,1400.0,6599.0,5,2,2
2010.0,268000,2200.0,8999.0,2,2,2
2012.0,190000,1700.0,10199.0,2,1,2
2010.0,255000,2200.0,8699.0,2,2,2
2006.0,32400,2400.0,7050.0,7,2,2
2019.0,20,2500.0,18900.0,9,2,2
2010.0,199000,1400.0,6199.0,1,2,2
2013.0,141000,2000.0,13999.0,6,1,3
2016.0,146000,1800.0,11199.0,2,1,1
2009.0,220000,2200.0,8699.0,2,2,2
2005.0,284431,1500.0,3000.0,1,2,2
2013.0,177000,1400.0,8999.0,2,1,3
2011.0,189000,2200.0,16999.0,7,1,2
2011.0,137000,1400.0,7199.0,1,2,3
2013.0,160000,2200.0,19999.0,7,1,2
2017.0,138500,2000.0,24800.0,7,1,2
2016.0,128000,1800.0,12500.0,2,1,1
2011.0,151000,1400.0,7999.0,1,2,3
2012.0,140000,1400.0,8799.0,5,2,3
2008.0,230000,1746.0,7535.0,1,2,3
2006.0,375000,2000.0,5500.0,5,2,2
2011.0,266000,2000.0,10999.0,2,2,2
2014.0,140000,1400.0,8900.0,5,2,3
2015.0,170000,1400.0,7999.0,2,2,4
2015.0,198000,1500.0,6199.0,8,2,2
2008.0,49000,1746.0,7535.0,1,1,5
2012.0,173000,2000.0,14999.0,2,1,3
2019.0,20,2500.0,20100.0,9,2,2
2015.0,168000,1461.0,8999.0,2,1,2
2016.0,178000,2500.0,16900.0,5,1,1
2001.0,299000,2500.0,5699.0,2,2,2
2011.0,181000,1200.0,4899.0,2,2,2
2013.0,142000,2000.0,15999.0,5,1,2
2012.0,168000,2000.0,12199.0,2,1,3
2013.0,199000,1800.0,10499.0,2,1,3
2008.0,263,1746.0,7535.0,5,1,1
2011.0,161000,1400.0,7300.0,2,2,3
2008.0,200000,1746.0,7535.0,2,2,2
2019.0,20,2500.0,20100.0,9,2,2
2006.0,333333,2200.0,6800.0,5,2,2
2015.0,191000,1400.0,11999.0,1,1,6
2011.0,203150,2000.0,6499.0,8,1,4
2013.0,185000,2000.0,20599.0,7,1,2
2014.0,144000,2000.0,13699.0,2,1,3
2011.0,180000,1200.0,5500.0,1,2,2
2015.0,170000,1400.0,7999.0,2,2,4
2013.0,141000,2000.0,13999.0,6,1,3
2016.0,146000,1800.0,11199.0,2,1,1
2016.0,178000,2500.0,16900.0,5,1,1
2009.0,220000,2200.0,8699.0,2,2,2
2011.0,133000,1400.0,8199.0,7,2,3
2012.0,130000,1800.0,10599.0,5,2,3
2005.0,284431,1500.0,3000.0,1,2,2
2013.0,177000,1400.0,8999.0,2,1,3
2013.0,199000,1800.0,10499.0,2,1,3
2008.0,263,1746.0,7535.0,5,1,1
2011.0,161000,1400.0,7300.0,2,2,3
2008.0,200000,1746.0,7535.0,2,2,2
2019.0,20,2500.0,20100.0,9,2,2
2006.0,333333,2200.0,6800.0,5,2,2
2008.0,175412,2000.0,6500.0,2,1,4
2008.0,128500,1746.0,7535.0,4,1,2
2017.0,55000,2000.0,16200.0,7,1,3
2008.0,16000,1746.0,7535.0,4,1,3
2009.0,156000,2400.0,14200.0,7,1,2
2016.0,176000,2000.0,17499.0,1,1,2
2019.0,20,2500.0,20900.0,4,2,2
2013.0,174000,2000.0,7999.0,2,1,1
2014.0,165250,1700.0,11499.0,7,2,2
2011.0,219000,2000.0,9199.0,2,2,2
2008.0,190000,1746.0,7535.0,1,1,3
2008.0,122450,1746.0,7535.0,4,1,2
2000.0,254210,2000.0,3199.0,8,2,2
2009.0,220000,2200.0,8990.0,5,2,2
2008.0,51200,1746.0,7535.0,5,1,3
2019.0,47000,1600.0,18100.0,4,1,3
2016.0,138000,1985.0,17900.0,4,1,2
2018.0,13000,1798.0,18200.0,1,1,1
2017.0,56000,2500.0,17400.0,5,1,1
2008.0,62000,1746.0,7535.0,4,2,3
2017.0,78000,1800.0,13499.0,5,1,1
2012.0,257000,1800.0,13699.0,5,1,4
2017.0,139182,1500.0,7999.0,5,2,2
2011.0,183784,1400.0,9950.0,3,2,3
2008.0,65000,1746.0,7535.0,5,1,2
2008.0,94000,1746.0,7535.0,9,1,3
2010.0,181000,1800.0,4999.0,8,2,2
2013.0,126000,2500.0,12399.0,5,1,1
2014.0,182000,2000.0,18999.0,7,1,2
2012.0,144000,1400.0,11199.0,1,1,3
2018.0,61500,1400.0,11699.0,7,1,3
2001.0,270000,2500.0,5499.0,5,1,2
2015.0,171000,1600.0,18999.0,7,1,2
2009.0,268000,2200.0,8199.0,2,2,2
2010.0,60000,1600.0,7699.0,1,2,3
2015.0,220000,1400.0,8499.0,2,1,3
2019.0,67000,1400.0,10999.0,7,1,3
2012.0,140000,2000.0,14999.0,5,1,3
2008.0,92000,1746.0,7535.0,5,1,3
2014.0,191000,2000.0,20500.0,7,1,3
2012.0,130000,2200.0,16999.0,7,1,2
2013.0,137000,2200.0,19999.0,7,1,2
2016.0,170000,2500.0,19199.0,5,1,1
2008.0,84000,2000.0,11750.0,7,1,3
2008.0,155000,1746.0,7535.0,4,1,2
2005.0,600000,1400.0,1400.0,5,2,4
2014.0,68000,2000.0,10500.0,5,1,3
2011.0,176000,1400.0,7000.0,5,2,3
2000.0,230000,1800.0,2000.0,2,2,3
2013.0,203000,2000.0,12700.0,7,1,6
2016.0,137290,1500.0,8299.0,2,2,2
2009.0,129500,1400.0,5500.0,1,2,2
2011.0,210000,1461.0,7390.0,7,2,2
2016.0,25000,2500.0,16300.0,5,1,1
2005.0,258000,1400.0,3500.0,1,1,3
2008.0,54000,1746.0,7535.0,5,1,2
2013.0,186500,1200.0,5350.0,2,2,2
2008.0,159000,1746.0,7535.0,6,1,2
2006.0,235000,2200.0,8200.0,3,3,2
2015.0,73000,1200.0,10999.0,2,1,3
2008.0,357000,1746.0,7535.0,5,1,2
2013.0,186500,1200.0,5350.0,2,2,2
2008.0,159000,1746.0,7535.0,6,1,2
2006.0,235000,2200.0,8200.0,3,2,2
2015.0,73000,1200.0,10999.0,2,1,3
2013.0,119000,1600.0,8499.0,8,2,2
2013.0,180000,2000.0,12499.0,5,1,1
2011.0,138000,1600.0,4999.0,10,2,2
2008.0,220000,1800.0,6499.0,5,2,3
2003.0,340000,1600.0,2399.0,1,2,3
2002.0,264000,2000.0,3699.0,5,2,4
2011.0,169000,1300.0,5899.0,2,2,2
2016.0,119000,2000.0,22999.0,5,2,3
2008.0,175000,1746.0,7535.0,4,1,2
2013.0,135000,1200.0,5899.0,8,2,3
2000.0,100000,1900.0,500.0,10,2,2
2008.0,230000,1746.0,7535.0,4,1,2
2012.0,187000,1800.0,9299.0,2,1,1
2011.0,174000,1500.0,8249.0,7,2,2
2018.0,47000,1400.0,9699.0,5,1,3
2017.0,80000,2000.0,14399.0,5,1,3
2008.0,50000,1746.0,7535.0,4,1,3
2008.0,47000,1000.0,10799.0,5,2,3
2008.0,160000,1746.0,7535.0,4,1,3
2011.0,180000,1200.0,5700.0,1,2,3
2008.0,199000,1460.0,3650.0,5,1,2
2005.0,170000,2000.0,8100.0,4,1,4
2012.0,167000,1300.0,4350.0,2,2,2
2012.0,150220,2400.0,9600.0,7,1,3
2008.0,44000,1746.0,7535.0,4,1,3
2013.0,160000,1500.0,7900.0,1,1,1
2008.0,70000,2694.0,19000.0,4,1,4
2014.0,160000,1999.0,11850.0,5,1,6
2007.0,256000,1400.0,6000.0,2,1,3
2008.0,387300,1400.0,2750.0,2,2,4
2012.0,192000,2000.0,15499.0,2,1,2
2011.0,178000,1400.0,6999.0,1,1,2
2008.0,198000,2000.0,7999.0,2,1,2
2010.0,176000,1200.0,6799.0,2,2,3
2008.0,179000,1746.0,7535.0,7,1,1
2016.0,121468,1500.0,12699.0,7,1,2
2004.0,230000,1598.0,2600.0,5,1,3
2011.0,140000,1400.0,7699.0,1,1,1
2011.0,175300,1400.0,7600.0,1,2,3
2010.0,198000,2000.0,12199.0,2,2,2
2008.0,123000,1746.0,7535.0,7,1,2
2010.0,198600,2400.0,18000.0,7,1,2
2010.0,174300,1500.0,8700.0,7,2,2
2018.0,134000,2000.0,16499.0,5,1,1
2008.0,34000,1746.0,7535.0,5,1,3
2020.0,17000,1600.0,13000.0,5,2,3
2015.0,164642,1500.0,7999.0,2,1,2
2017.0,122000,1600.0,13400.0,1,1,1
2008.0,166557,1746.0,7535.0,1,1,3
2008.0,122223,1746.0,7535.0,7,1,1
2014.0,130000,2000.0,18799.0,5,1,2
2006.0,273000,2200.0,8500.0,4,2,2
2006.0,250000,1500.0,3799.0,1,2,2
2017.0,70000,1400.0,16500.0,5,1,3
2003.0,278412,2500.0,3700.0,5,2,2
1993.0,1,1800.0,1500.0,5,2,4
2015.0,57000,2000.0,12999.0,11,1,3
2016.0,187000,2000.0,14999.0,2,1,2
1995.0,350000,1800.0,2000.0,5,2,3
2014.0,138000,1200.0,4699.0,5,2,4
2000.0,146000,1400.0,2599.0,1,1,4
2014.0,144000,2200.0,17999.0,7,1,2
2011.0,219000,1300.0,4899.0,2,2,2
2007.0,200000,2000.0,5799.0,1,2,2
2015.0,124000,1400.0,6250.0,2,2,2
2008.0,218000,1746.0,7535.0,5,1,2
2006.0,260000,1600.0,2799.0,2,2,2
2005.0,260000,1900.0,4799.0,1,2,2
2013.0,122000,2000.0,11799.0,5,1,3
2005.0,260000,1900.0,4799.0,1,2,2
2013.0,122000,2000.0,11799.0,5,1,3
2010.0,195000,1400.0,6500.0,7,2,2
2011.0,171000,1800.0,9299.0,1,1,1
2015.0,180800,2000.0,14350.0,2,1,2
2013.0,204000,2200.0,18700.0,5,1,2
2015.0,110000,1598.0,13500.0,5,1,2
1999.0,200000,2500.0,1700.0,5,1,2
2008.0,215000,1746.0,7535.0,4,1,2
2009.0,240000,1200.0,4000.0,2,2,3
2015.0,245000,2000.0,13900.0,4,2,3
2009.0,185000,1400.0,6999.0,1,2,3
2012.0,180000,1984.0,12300.0,7,1,3
2016.0,187000,2000.0,14999.0,2,1,2
2017.0,52800,2000.0,25000.0,5,1,3
2017.0,95000,2500.0,20500.0,7,1,1
2007.0,270000,2000.0,5000.0,5,1,2
2014.0,163000,1500.0,7600.0,2,2,2
2008.0,242000,1746.0,7535.0,5,1,1
2006.0,300000,2200.0,6500.0,2,2,2
2008.0,103000,1746.0,7535.0,7,1,1
2020.0,6900,1500.0,16990.0,5,1,3
2001.0,385680,1995.0,2490.0,2,2,2
2015.0,220000,1500.0,8550.0,8,1,2
2007.0,0,1600.0,4400.0,1,2,3
2014.0,137000,2200.0,19950.0,5,1,2
2018.0,15000,2000.0,22800.0,5,1,6
2008.0,257840,2200.0,6200.0,5,1,2
2018.0,0,2000.0,18800.0,5,1,3
2015.0,117000,2200.0,16500.0,2,1,2
2002.0,281346,1600.0,1900.0,2,2,4
2008.0,0,1746.0,7535.0,2,1,2
2009.0,200000,2000.0,9999.0,3,2,2
2002.0,232000,2500.0,4800.0,5,2,2
2007.0,210135,1400.0,2699.0,2,2,4
2011.0,185600,1200.0,6750.0,2,2,3
2011.0,258,1200.0,6500.0,10,2,3
1995.0,270000,2500.0,1600.0,5,1,2
2012.0,185000,2200.0,14499.0,5,1,2
2015.0,118000,1500.0,8599.0,2,1,2
2012.0,270000,2200.0,10999.0,8,1,2
2008.0,27000,1746.0,7535.0,4,1,6
2014.0,138000,1400.0,9799.0,5,1,3
2014.0,197000,1800.0,13499.0,1,1,1
2009.0,262000,1400.0,5999.0,5,2,3
2008.0,150000,1746.0,7535.0,4,1,2
2008.0,285000,2700.0,6000.0,2,2,2
2008.0,222222,1746.0,7535.0,5,1,2
2008.0,183000,1746.0,7535.0,4,1,3
2012.0,215000,1500.0,6750.0,3,2,2
2009.0,169500,1398.0,7100.0,1,2,3
2003.0,10000,2200.0,6800.0,5,2,3
2017.0,41000,1200.0,4950.0,1,1,3
2009.0,223000,2000.0,5000.0,1,2,2
2009.0,270000,2500.0,7500.0,9,2,2
1998.0,240770,1984.0,3500.0,5,2,3
2008.0,172000,1746.0,7535.0,4,1,4
1997.0,222222,1500.0,3650.0,5,2,3
2014.0,138000,1500.0,8000.0,1,2,2
2010.0,145000,1500.0,8700.0,7,2,2
2006.0,185000,2000.0,6000.0,4,3,3
2002.0,298000,2000.0,5200.0,5,2,2
2012.0,172000,875.0,7999.0,1,2,3
2004.0,26000,1800.0,6000.0,3,2,3
2002.0,200000,2000.0,2800.0,5,2,3
2010.0,185000,2000.0,8900.0,2,1,2
2007.0,158340,1400.0,5500.0,2,2,3
2013.0,140000,1800.0,8500.0,5,1,3
2010.0,255000,1956.0,4600.0,2,1,2
2001.0,350000,1800.0,2350.0,8,2,4
2010.0,185000,2000.0,8900.0,2,1,2
2007.0,158340,1400.0,5500.0,2,2,3
2013.0,140000,1800.0,8500.0,5,1,3
2010.0,255000,1956.0,4600.0,2,1,2
2001.0,350000,1800.0,2350.0,8,2,4
2004.0,188800,2000.0,3000.0,5,1,3
2014.0,119000,1600.0,13850.0,4,1,3
2007.0,220000,2000.0,5200.0,2,2,2
2007.0,215211,2000.0,5499.0,7,1,4
2016.0,115000,2000.0,15900.0,1,2,2
2000.0,490,2461.0,4200.0,8,2,2
2008.0,218000,1746.0,7535.0,5,1,2
2015.0,195000,1600.0,12100.0,2,2,2
2014.0,160000,1400.0,7600.0,1,2,2
2016.0,30000,1800.0,13999.0,5,1,1
2002.0,215678,2200.0,4000.0,5,1,2
2012.0,68000,1200.0,8300.0,7,1,3
2012.0,160304,1000.0,4999.0,2,2,3
1999.0,178400,1600.0,3500.0,2,1,3
2007.0,260000,2500.0,8200.0,8,2,2
2008.0,157000,1746.0,7535.0,2,1,2
2016.0,82000,1400.0,9300.0,1,1,3
2015.0,140000,2000.0,24000.0,5,1,2
2014.0,160174,1396.0,6700.0,1,2,2
2013.0,105679,898.0,5399.0,2,2,4
2013.0,1,1500.0,6000.0,2,2,2
2005.0,300000,1100.0,2600.0,1,2,3
2013.0,85000,1800.0,11500.0,8,1,3
2008.0,160000,1995.0,9800.0,4,1,2
2012.0,170000,2400.0,18000.0,4,1,2
2013.0,200,2000.0,18300.0,5,1,2
2007.0,200000,1560.0,5999.0,11,2,2
2014.0,166000,2200.0,19500.0,4,1,2
2000.0,23000,1900.0,1000.0,13,1,2
2008.0,120000,1746.0,7535.0,4,1,3
2000.0,200000,1900.0,1100.0,8,2,2
2010.0,220000,1500.0,3000.0,5,2,2
2008.0,67000,1746.0,7535.0,5,1,6
2010.0,149000,1400.0,8500.0,4,2,3
2008.0,320000,1746.0,7535.0,4,1,2
2005.0,270000,1400.0,2500.0,1,2,3
2012.0,122000,1800.0,6800.0,5,1,4
2000.0,23000,1900.0,800.0,6,2,2
2010.0,165000,2400.0,5750.0,5,1,2
2018.0,37000,2000.0,18700.0,7,1,3
2016.0,187000,2000.0,21700.0,8,1,2
1998.0,362000,1900.0,3400.0,5,1,2
2016.0,220000,2000.0,17700.0,8,1,2
2007.0,270,2000.0,7500.0,7,1,2
2012.0,140000,2499.0,10500.0,4,1,2
2008.0,1000,1746.0,7535.0,5,2,3
2016.0,36000,1800.0,11000.0,5,1,3
2008.0,57000,1746.0,7535.0,9,1,3
2014.0,61000,1600.0,10900.0,7,1,3
2015.0,112000,2000.0,14200.0,1,1,3
2008.0,215000,1746.0,7535.0,4,1,2
2006.0,210000,2000.0,2000.0,2,1,2
2003.0,1,2200.0,5000.0,2,1,2
2016.0,25000,2700.0,14800.0,5,1,3
2013.0,0,1400.0,7200.0,1,2,2
2008.0,22000,1746.0,7535.0,5,1,3
2011.0,192800,1500.0,8400.0,7,2,2
2008.0,22000,1746.0,7535.0,5,1,3
2011.0,192800,1500.0,8400.0,7,2,2
2008.0,20,1746.0,7535.0,9,2,2
2009.0,229000,2000.0,11000.0,5,1,2
2008.0,170000,1746.0,7535.0,2,1,3
2008.0,0,1746.0,7535.0,4,1,4
2014.0,160000,2500.0,18300.0,5,1,1
2006.0,210000,1500.0,5300.0,1,1,4
2008.0,169000,1746.0,7535.0,2,1,2
2008.0,220000,1800.0,3500.0,1,1,2
2008.0,171,1746.0,7535.0,5,1,3
2008.0,170000,1746.0,7535.0,5,1,2
2008.0,209000,1746.0,7535.0,4,1,2
2005.0,235000,1500.0,3200.0,1,2,3
2008.0,12000,1746.0,7535.0,6,1,3
2007.0,240000,2000.0,6999.0,5,2,3
2018.0,37000,2000.0,18700.0,7,1,3
2016.0,220000,2000.0,17700.0,8,1,2
2011.0,121000,1800.0,8500.0,5,2,3
2008.0,3350,1746.0,7535.0,2,2,2
2008.0,350000,1500.0,3700.0,2,2,2
2008.0,211300,1746.0,7535.0,7,1,1
2012.0,0,2000.0,12000.0,5,1,3
2007.0,0,2000.0,4300.0,5,2,2
2001.0,0,2000.0,3100.0,4,1,3
2017.0,58000,1200.0,4800.0,1,1,3
2000.0,1,2184.0,3500.0,8,2,2
2009.0,1,1300.0,4699.0,2,2,2
2008.0,4,1746.0,7535.0,5,1,2
2005.0,20000,1500.0,1000.0,1,2,2
2014.0,129000,2000.0,9999.0,5,1,3
2014.0,135000,2000.0,15799.0,7,1,3
2016.0,198000,1600.0,11999.0,5,2,2
2008.0,184000,1746.0,7535.0,4,1,2
2006.0,260000,1600.0,2799.0,2,2,2
2011.0,170000,1600.0,8900.0,7,1,3
2008.0,73000,1746.0,7535.0,7,1,3
1993.0,232,1400.0,1750.0,5,2,3
2006.0,400000,2000.0,6449.0,1,1,2
2008.0,332000,1746.0,7535.0,7,1,4
2008.0,285000,1746.0,7535.0,5,1,4
2011.0,198625,1300.0,5600.0,2,2,2
2016.0,168000,1500.0,13499.0,2,1,2
2008.0,0,1746.0,7535.0,4,1,2
2020.0,0,2000.0,22500.0,4,1,3
2004.0,110,2000.0,4200.0,4,2,3
2012.0,111000,2300.0,16700.0,8,2,2
2002.0,20000,2000.0,2000.0,5,2,3
2001.0,304,1400.0,3800.0,2,2,3
2008.0,187000,1746.0,7535.0,4,1,2
2009.0,0,1500.0,5300.0,8,2,2
2016.0,158000,2500.0,20699.0,7,1,1
2013.0,60000,2000.0,15999.0,4,1,2
2007.0,384000,1900.0,7300.0,1,1,2
2020.0,21500,1400.0,18500.0,2,1,3
2008.0,300000,1746.0,7535.0,4,1,2
2013.0,112000,1996.0,19700.0,5,1,1
2008.0,200,1746.0,7535.0,1,2,2
2016.0,180000,1800.0,9900.0,2,1,1
1999.0,250000,2500.0,2500.0,8,2,2
2015.0,171000,1400.0,7199.0,2,2,2
2018.0,72000,898.0,8400.0,2,2,3
2008.0,250900,1746.0,7535.0,2,3,2
2008.0,20,1746.0,7535.0,7,1,3
2017.0,38000,898.0,7000.0,1,2,3
2008.0,290450,1746.0,7535.0,5,2,2
2008.0,145000,2000.0,6500.0,7,2,3
2014.0,150000,2000.0,12490.0,5,1,1
2008.0,280000,1400.0,5550.0,1,2,2
2017.0,38000,898.0,7000.0,1,2,3
2008.0,290450,1746.0,7535.0,5,2,2
2008.0,145000,2000.0,6500.0,7,2,3
2014.0,150000,2000.0,12490.0,5,1,1
2008.0,280000,1400.0,5550.0,1,2,2
2008.0,301362,1500.0,4300.0,2,2,2
2011.0,300000,1200.0,2500.0,5,2,4
2007.0,222000,1400.0,4099.0,1,2,3
1996.0,360000,2000.0,2000.0,2,2,4
2014.0,170000,1800.0,11200.0,7,1,3
2009.0,188000,1998.0,9000.0,4,1,2
2008.0,260000,2200.0,6699.0,8,2,2
2015.0,192,1400.0,9350.0,2,2,2
2008.0,117000,1746.0,7535.0,4,1,2
2008.0,255000,1746.0,7535.0,7,1,4
2008.0,240800,1746.0,7535.0,4,1,4
2008.0,98000,1746.0,7535.0,5,1,2
2002.0,169422,2500.0,10000.0,4,2,2
1994.0,372000,1600.0,2100.0,1,2,4
2009.0,193000,1400.0,5700.0,5,2,2
2012.0,200000,2200.0,13200.0,2,1,2
2006.0,195000,1400.0,3000.0,5,1,3
2009.0,178208,1400.0,7000.0,8,2,3
2008.0,380587,1395.0,2600.0,5,2,4
2012.0,110000,2700.0,17000.0,4,3,3
2014.0,202000,2000.0,11500.0,5,1,1
2008.0,67300,1746.0,7535.0,5,1,1
2008.0,200000,2200.0,7000.0,8,2,2
2008.0,280000,1746.0,7535.0,7,1,4
2011.0,235000,1500.0,5500.0,2,2,2
2017.0,130860,2199.0,21500.0,4,1,2
2007.0,297000,2200.0,3500.0,5,2,2
2004.0,480000,1800.0,4000.0,13,2,4
2008.0,135000,1746.0,7535.0,4,1,2
2008.0,90000,1746.0,7535.0,5,1,2
1992.0,358,1800.0,1850.0,5,2,3
2017.0,100000,2000.0,12700.0,7,1,3
2015.0,57500,1600.0,15500.0,5,1,2
1993.0,1,1600.0,1300.0,5,2,3
2009.0,210000,2200.0,8800.0,2,1,2
2011.0,20000,1500.0,5800.0,2,2,2
2014.0,232900,1400.0,9300.0,2,2,2
2019.0,16,1200.0,15990.0,4,1,3
2008.0,240000,1746.0,7535.0,7,1,4
2000.0,50000,1800.0,1200.0,5,3,3
2010.0,239352,2148.0,8000.0,3,2,2
2001.0,111111,1900.0,1650.0,8,2,2
2001.0,2397740,2000.0,4450.0,6,2,3
2014.0,158000,2000.0,18000.0,5,1,3
2008.0,350000,1746.0,7535.0,5,1,3
2006.0,193415,1500.0,3650.0,5,2,2
2008.0,27000,1746.0,7535.0,6,1,3
2013.0,180000,2000.0,11850.0,5,1,1
2011.0,145000,1968.0,17800.0,8,1,2
2013.0,122213,898.0,4100.0,1,2,3
2017.0,168000,2000.0,19600.0,7,1,2
2012.0,140000,1200.0,7500.0,2,1,3
2008.0,161000,1746.0,7535.0,6,1,4
2014.0,175000,2000.0,12300.0,7,1,6
2016.0,40000,1995.0,15000.0,4,1,2
2006.0,275000,2200.0,12500.0,5,1,2
2002.0,251000,2500.0,5500.0,8,2,2
2012.0,142000,1197.0,6399.0,1,2,3
2008.0,110000,1746.0,7535.0,7,1,1
2005.0,24500,2400.0,8500.0,7,1,2
2016.0,72000,2500.0,18500.0,5,1,1
2021.0,0,2500.0,23200.0,5,1,3
2003.0,300000,2000.0,5200.0,5,2,4
2013.0,230,2500.0,17000.0,2,1,2
2005.0,24500,2400.0,8500.0,7,1,2
2016.0,72000,2500.0,18500.0,5,1,1
2008.0,300000,1746.0,7535.0,4,1,2
2008.0,125000,1746.0,7535.0,4,1,2
2015.0,180000,2000.0,18500.0,4,1,2
2011.0,33000,1400.0,5500.0,1,2,3
2008.0,136000,2000.0,9000.0,5,2,2
2006.0,156000,2000.0,8000.0,4,2,3
2005.0,290000,1500.0,3100.0,2,2,2
2013.0,120000,2200.0,18200.0,7,1,2
2008.0,260000,1400.0,4450.0,2,2,2
2003.0,234751,1800.0,3200.0,2,2,3
